"∞Ê±‚","∞Ë",4215772,4225367,4238011,4250391,4259675,4270129,4281173,4283809,4293957,4301080,4305568,4303774,4318233,4322525,4327590,4333308,4340468,4350161,4358396,4360629,4372414,4382806,4397512,4402396,4420350,4428850,4438193,4448288,4457536,4468494,4483484,4491882,4499540,4511082,4521388,4525170,4547955,4557909,4570775,4585245,4599329,4614442,4630536,4642082,4654867,4667049,4682952,4694527,4718990,4733643,4748569,4765646,4781194,4798729,4815936,4830126,4852002,4871519,4895325,4917091,4943882,4956698,4977373,4997475,5018564,5044960,5064874,5077528,5094685,5113529,5136236,5160921,5187211,5196362,5211908,5232031,5247754,5266842,5286640,5302204,5328680,5343944,5367400,5386022,5410671,5419963,5438855,5460515,5481236,5501802,5521232,5537623,5555622,5575139,5600152,5617611,5641689,5642849,5648632,5657404,5672997,5691619,5710355,5724979,5730156,5737503,5752090,5765692,5779063,5780213,5802596,5830690,5854653,5885065,5903746,5917648,5943551,5963358,5984827,6004126,6029375,6044759,6055860,6072288,6087478,6107399,6127039,6145247,6159671,6172022,6187925,6204452,6222390,6232987,6249722,6267959,6282930,6296728,6312915,6319406,6334553,6346842,6363121,6378632,6393599,6402756,6419584,6434234,6444879,6461422,6472757,6477139,6488342,6496646
"ºº¡æ","∞Ë",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43568,44991,45731,46481,47137,47760,48477,49143,49717,50147,50547,50817,51093,51384,51636,51990,52243,52996,54019,54903,55487,56241,57051,57663,58202,59311,60720,62611,65156,67881,70603,73466,76097,77838,79604,81055,83056,85006,87048,89245,91027,93140,95440,97390,99306,100581,101876,103385,104532,105688,106757,108165,109274,110419,111575,112751,114634,116363,118726,120690,122212,123901,125336,126661,128231,129765,131423,133429,135320,137317,138870,140568,141900,143406,144734,146079,147058,147925,149757,151390,153041,154037,154911,156082,157498,158650,159691,161210,162354,163339,164499,165486,166449,166957,167232,167623,168535,169426,170144,171791,173424,174742,176189,177219,178290,178762,179241,179849,180692,181167,181795,182919,183673,185042,186619,187695,188487,189153,189859,190534,191279,191679,192137,192577,193235,193711,194534,195254,195969,196316,196509,196960,197219,197165,197425,197639
"∞≠ø¯","∞Ë",609046,609825,611193,612494,613954,615489,617025,617494,618751,619969,620984,620463,621842,622431,623368,624238,625384,626640,627746,628058,629518,630425,631700,630860,632672,633452,635081,636701,638285,639688,641748,642846,644090,645595,647113,646532,648816,649948,651962,653995,655785,657458,659686,661087,662881,664695,666432,667144,670144,671684,673881,676713,679032,681453,684013,685551,688580,690821,693066,694040,697251,699210,702114,704854,707570,710637,713078,715174,716906,718687,720961,722333,724972,726277,728238,730443,732514,734753,736938,738864,741209,742712,744855,745959,747942,749073,751024,753084,754887,757152,759804,761597,763415,764592,766389,766374,768981,769915,770150,771424,773189,775340,777558,779605,781072,780527,781620,782700,784808,785806,786827,788883,791908,795954,799492,800987,803231,805197,807595,809099,811186,813669,815714,814922,815883,817883,819960,821037,822701,824601,826552,828146,830615,832447,834715,836252,837523,839342,841784,843718,846000,847736,849987,851553,853900,856006,858456,858905,859896,861361,862524,863056,864245,864864
"√Ê∫œ","∞Ë",620762,621564,625052,627409,629355,631290,633523,634784,636831,638750,640284,640303,642253,643560,644689,645959,647371,648976,647815,648376,649923,651465,653400,653610,656427,657736,659386,661504,663338,665319,667784,669296,670547,672309,673876,674138,677138,678799,681049,683864,685692,688089,690682,692400,694648,696813,698678,699797,702952,704923,707631,710527,712730,716042,718337,720134,722885,725266,727911,730069,733365,735370,738756,741561,744325,747677,750481,752295,754347,756480,759056,760701,764206,766543,768982,771422,773320,775667,777410,779691,782346,784024,785883,787188,789964,791382,793745,796754,799311,801579,803924,805791,807826,810276,812451,814698,818127,820163,820869,825341,827030,828862,831244,833182,835104,836367,837197,837602,839191,840706,844979,846760,849472,853770,856237,857437,860035,862160,864302,865620,867747,870249,872718,874972,876158,878510,885191,886839,888315,889537,890882,892301,894381,896629,899077,900844,902536,904327,907008,909026,911054,912853,915027,916455,919650,922506,925481,926954,928522,929622,930880,932267,933894,933878
"√Ê≥≤","∞Ë",839513,842051,845308,848873,853037,855987,859237,860844,863512,866051,868047,868688,874019,877054,879550,881916,884348,886775,849209,848303,850312,852628,855322,855751,859321,861777,864711,868178,870741,873672,876401,878633,880749,884235,886545,887083,891707,894788,898576,902024,905364,908201,911243,913675,916703,919778,922856,924651,929725,932815,936688,940500,943915,947597,951247,954341,958507,962275,966367,969162,973911,977741,982333,986724,991299,995893,999439,1002375,1005222,1008347,1012283,1015144,1020082,1023900,1028062,1032143,1035816,1039514,1042978,1046227,1050267,1052603,1055723,1057515,1061517,1064780,1068551,1071630,1074458,1078323,1081717,1084172,1086638,1088905,1091871,1093582,1097189,1099559,1101599,1102985,1105040,1107206,1109552,1111491,1114620,1115906,1116490,1118117,1121349,1123220,1125409,1126299,1129557,1134773,1138897,1140409,1143395,1145285,1147853,1149845,1153066,1155874,1159859,1159944,1160139,1162414,1165887,1167337,1169366,1171593,1174234,1176350,1179523,1182226,1185855,1187832,1190087,1192816,1196570,1199239,1202258,1205121,1208960,1211477,1215754,1219974,1224826,1227100,1228844,1231402,1233820,1235531,1237965,1240350
"¿¸∫œ","∞Ë",715246,717007,720081,722702,724238,726954,730787,732198,734195,735680,736840,736698,739873,741242,742938,745226,746325,747946,749220,749170,750941,752799,755174,755456,758453,759739,761198,763401,765049,767581,770152,771641,773127,774706,780688,780844,784102,786029,788394,791165,793231,794643,797508,799477,801449,803618,805938,807368,810851,813017,816475,819304,821543,823957,826391,828406,831345,833861,837133,839181,842587,844611,847712,850427,853404,856618,859442,861189,862747,864835,867409,869002,872161,873395,875290,877618,879736,881479,883311,884782,887756,888800,891078,892118,894354,895677,897069,899846,902164,905265,907900,909819,911528,912784,914690,915944,918657,920004,920584,921596,923764,925574,926422,928198,928868,926653,927129,929061,931231,932211,933400,933573,935790,939033,941129,941836,943762,945153,947366,948147,950028,951744,954255,952899,952275,953697,955522,956427,956910,957850,959559,959920,961813,963048,965151,965873,966564,968174,969988,971454,972987,974366,976318,977834,980315,982378,985454,986436,985978,987024,988444,988660,989910,990336
"¿¸≥≤","∞Ë",717721,719105,721736,724544,727198,729566,731605,732763,735052,737797,739594,740903,743557,745244,747313,751986,754092,756222,758305,758813,760532,762689,765014,766704,770345,772471,775765,778989,782152,785407,788377,790363,792379,795033,797935,799385,804328,807115,811435,816248,819025,821352,824965,827084,829476,833027,837173,841881,847637,851462,855846,861112,865105,869432,874782,878569,883753,888189,892930,897655,903736,907373,912421,917386,921782,928583,931869,934952,937381,942588,947752,952004,956413,958692,962623,967487,971021,974601,978484,981056,984116,986056,990525,994318,997919,999511,1003271,1006728,1011138,1014986,1018390,1019952,1022818,1024496,1028122,1032074,1034777,1035367,1037073,1039266,1041049,1043683,1046210,1048160,1050910,1052808,1054290,1056239,1060779,1061661,1063156,1064788,1068577,1074212,1079202,1081567,1086836,1089330,1092952,1099894,1107423,1114129,1120389,1129402,1133090,1138877,1143884,1146892,1157097,1160809,1164295,1172282,1175111,1178686,1181182,1186700,1189844,1194125,1200089,1203264,1207654,1225745,1235465,1236858,1238711,1240837,1242890,1242424,1245843,1243639,1239018,1239344,1241677,1243731
"∞Ê∫œ","∞Ë",1111777,1113967,1117818,1121502,1124384,1127161,1130516,1132434,1135721,1138574,1141156,1142737,1146283,1148480,1151286,1153517,1155982,1158566,1161562,1162386,1164961,1168329,1172078,1172860,1178103,1180862,1184543,1188580,1191658,1194931,1198763,1201316,1203901,1206954,1209957,1210986,1216330,1219718,1223633,1228032,1231435,1234705,1238444,1241877,1247893,1249860,1253317,1255903,1261405,1265165,1269424,1273227,1276940,1281444,1286015,1289294,1293925,1298451,1303544,1307495,1313678,1317593,1323260,1328010,1332616,1337672,1341337,1343823,1346014,1348557,1351556,1353654,1359113,1361908,1365189,1368459,1371375,1374572,1377921,1380585,1385102,1387840,1390682,1392151,1395844,1397213,1399597,1402773,1405917,1408400,1411174,1413199,1415766,1417838,1420399,1422157,1426204,1427937,1429670,1430821,1433106,1435458,1437795,1440087,1442658,1442841,1443922,1446262,1449761,1451298,1450719,1452909,1455796,1460261,1463495,1464146,1466566,1469376,1472796,1475389,1479439,1482508,1487963,1487145,1486529,1487705,1490637,1491873,1493296,1494965,1497479,1499200,1502731,1505267,1508545,1510194,1510324,1511929,1515225,1517482,1515161,1518009,1521514,1523914,1528331,1532547,1536554,1538226,1539286,1541081,1527932,1528804,1530320,1530862
"∞Ê≥≤","∞Ë",1387641,1393423,1402680,1409502,1412389,1417748,1424057,1427610,1433919,1441315,1444889,1444721,1450938,1454319,1457749,1457238,1459602,1462323,1463004,1465460,1466633,1468958,1471027,1470733,1474403,1475433,1476200,1477864,1479566,1480939,1483383,1486504,1487319,1489200,1491071,1490651,1495458,1496447,1497934,1499291,1501499,1499648,1501558,1502755,1504212,1505658,1509152,1512207,1518723,1522020,1524961,1530433,1534081,1538501,1540692,1544723,1549727,1554251,1559565,1564192,1571964,1581662,1588007,1593175,1598186,1603242,1609382,1610931,1614008,1616504,1621512,1625244,1631608,1634959,1639400,1643001,1645762,1649935,1653011,1654794,1658276,1661036,1665778,1667809,1671341,1673382,1677137,1679469,1681260,1683948,1686718,1688694,1689257,1690979,1693663,1694448,1698317,1697492,1697776,1700564,1704100,1707551,1711514,1713986,1717885,1715314,1717767,1721503,1726327,1729944,1732075,1736777,1741496,1748690,1752882,1754183,1758976,1762651,1767073,1787867,1793823,1799501,1803936,1805914,1808091,1812275,1818582,1819967,1822154,1825064,1828658,1832049,1836949,1840537,1844900,1848563,1853436,1858492,1865594,1870334,1873695,1878668,1887577,1896515,1900871,1905223,1908192,1909758,1915117,1922454,1927569,1929136,1931375,1935481
"¡¶¡÷","∞Ë",251804,252175,253361,254859,255845,257040,258285,258606,258248,258019,258019,257154,258082,260490,263550,269729,273483,277272,283207,285130,288547,289915,291982,294488,298472,301744,305467,309466,313034,316441,321515,324275,326012,328933,331863,334426,338928,342808,346931,352717,356261,362963,369316,372308,375194,377894,381214,384117,388996,392466,398515,402936,406729,410468,417703,421087,425425,428967,432074,435015,438283,440384,443346,446897,449682,453778,457330,458797,460308,461876,464607,467243,469392,470813,474889,477979,479704,482865,486688,489674,493255,495262,497989,500197,504384,507722,512190,516779,521427,526584,532838,537170,541692,545390,550014,553578,557130,559875,563469,566123,569848,574361,579297,583222,585258,588305,592565,596215,599932,602132,607343,596569,601521,606379,612325,615868,620562,624052,627823,615342,617940,621438,626331,629896,633402,638146,643176,645967,648822,651613,655469,658594,661977,665065,668568,672616,675581,676710,679842,682576,684467,686563,689278,689924,691638,693716,695258,696607,697688,696873,698462,698781,700830,701839
