SIDO,STD_YYYYMM,평균기온,평균상대습도,평균증기압,평균최고기온,평균최저기온,평균풍속
부산광역시,201102,6.1,56.0,5.3,10.9,2.7,3.1
전라남도,201102,3.2,67.0,5.2,8.6,-1.3,3.2
제주특별자치도,201102,7.6,66.2,7.2,11.0,4.6,4.0
세종특별자치시,201102,2.4,63.1,4.6,8.0,-2.3,2.1
강원도,201103,3.0,51.4,3.8,8.5,-2.5,2.4
경기도,201103,3.3,55.6,4.3,9.6,-2.4,2.0
인천광역시,201103,3.4,58.3,4.7,7.4,0.1,4.0
서울특별시,201103,3.6,51.0,4.1,8.3,-0.1,3.4
경상북도,201103,4.6,46.9,3.9,10.7,-1.3,2.9
충청북도,201103,3.1,52.5,3.9,9.5,-2.9,2.1
충청남도,201103,3.6,58.6,4.5,9.4,-2.1,2.4
대전광역시,201103,4.5,49.0,4.0,10.5,-0.7,2.3
전라북도,201103,3.7,59.1,4.7,9.8,-1.8,2.5
대구광역시,201103,7.0,35.0,3.5,12.6,1.8,2.6
울산광역시,201103,6.7,46.0,4.5,12.6,1.4,2.6
경상남도,201103,6.2,45.6,4.3,12.5,0.1,2.3
광주광역시,201103,5.3,56.0,5.0,11.4,0.5,2.2
부산광역시,201103,7.4,43.0,4.6,12.6,3.1,3.6
전라남도,201103,5.3,56.3,5.0,10.7,0.6,3.9
제주특별자치도,201103,8.1,55.8,6.2,11.4,4.8,4.8
세종특별자치시,201103,4.9,51.3,4.4,10.5,-0.1,2.9
강원도,201104,9.8,56.2,6.4,15.8,3.9,2.5
경기도,201104,10.0,59.2,6.9,16.8,3.8,1.8
인천광역시,201104,8.9,65.3,7.3,13.1,5.3,3.7
서울특별시,201104,10.7,54.0,6.8,15.6,6.8,3.2
경상북도,201104,11.1,55.2,6.9,17.6,4.6,2.7
충청북도,201104,10.4,55.0,6.6,17.3,3.6,1.8
충청남도,201104,10.2,61.6,7.4,16.7,3.8,2.4
대전광역시,201104,11.6,53.0,7.0,17.7,5.9,2.2
전라북도,201104,10.6,63.7,7.9,17.4,4.0,2.4
대구광역시,201104,13.7,46.0,6.8,19.8,8.0,2.5
울산광역시,201104,12.6,60.0,8.7,18.5,7.0,2.6
경상남도,201104,12.6,57.6,8.2,18.9,6.4,2.3
광주광역시,201104,12.2,62.0,8.6,18.8,6.5,2.4
부산광역시,201104,13.1,58.0,8.8,17.3,9.3,4.3
전라남도,201104,11.3,64.9,8.5,17.1,5.8,3.4
제주특별자치도,201104,13.2,66.2,10.1,17.0,9.3,4.0
세종특별자치시,201104,11.4,58.6,7.7,17.2,5.9,2.8
강원도,201105,15.8,63.4,10.8,21.4,10.6,2.1
경기도,201105,16.9,63.2,11.6,23.4,11.2,1.6
인천광역시,201105,15.7,63.7,11.0,20.1,11.7,3.5
서울특별시,201105,17.9,56.0,11.1,23.0,13.6,2.8
경상북도,201105,16.5,65.9,11.9,22.3,11.0,2.3
충청북도,201105,17.5,61.2,11.8,23.6,11.4,1.8
충청남도,201105,17.3,65.0,12.4,23.0,11.9,2.3
대전광역시,201105,18.1,60.0,12.0,23.6,13.1,2.1
전라북도,201105,17.8,66.3,13.2,23.6,12.2,2.3
대구광역시,201105,18.8,56.0,11.7,24.2,13.8,2.4
울산광역시,201105,17.2,70.0,13.4,21.9,13.0,2.5
경상남도,201105,17.8,68.0,13.5,23.1,12.9,2.0
광주광역시,201105,19.0,67.0,14.4,24.8,14.1,2.5
부산광역시,201105,17.3,70.0,13.7,20.8,14.4,3.5
전라남도,201105,17.1,74.0,14.4,22.0,12.9,3.1
제주특별자치도,201105,18.0,77.0,16.0,21.3,15.4,3.7
세종특별자치시,201105,17.4,65.4,12.7,22.6,12.7,2.5
강원도,201106,20.7,69.2,16.2,26.1,16.0,1.9
경기도,201106,21.4,72.6,17.9,27.1,16.8,1.5
인천광역시,201106,19.0,81.0,17.5,23.2,15.7,3.2
서울특별시,201106,22.0,67.0,17.0,26.6,18.4,2.9
경상북도,201106,21.8,70.1,17.6,27.5,16.7,2.0
충청북도,201106,22.1,68.0,17.4,27.9,16.9,1.6
충청남도,201106,21.6,73.2,18.3,27.0,17.1,2.3
대전광역시,201106,22.7,66.0,17.5,27.8,18.2,2.0
전라북도,201106,22.4,72.8,19.4,28.0,17.9,2.3
대구광역시,201106,24.3,60.0,17.7,29.6,19.6,2.2
울산광역시,201106,22.0,75.0,19.7,26.8,18.1,2.3
경상남도,201106,22.4,75.0,19.9,27.4,18.4,1.9
광주광역시,201106,23.3,74.0,20.8,28.7,19.3,2.7
부산광역시,201106,21.3,79.0,19.9,24.8,19.0,3.3
전라남도,201106,21.4,82.0,20.8,25.8,18.2,2.9
제주특별자치도,201106,21.2,87.0,21.9,23.8,19.2,3.1
세종특별자치시,201106,21.8,73.2,18.7,26.8,17.8,2.4
강원도,201107,23.2,83.3,23.3,26.9,20.4,1.6
경기도,201107,24.5,85.0,25.8,28.5,21.7,1.3
인천광역시,201107,22.9,89.3,24.6,25.8,20.6,2.9
서울특별시,201107,24.6,79.0,24.0,28.0,22.0,2.4
경상북도,201107,24.5,81.4,24.6,28.8,21.3,1.8
충청북도,201107,24.9,80.0,24.9,29.1,21.8,1.4
충청남도,201107,25.1,82.8,25.9,28.8,22.3,2.1
대전광역시,201107,25.7,81.0,26.2,29.0,23.2,1.7
전라북도,201107,25.9,80.3,26.4,29.9,22.8,2.1
대구광역시,201107,26.8,71.0,24.6,31.3,23.4,2.0
울산광역시,201107,25.2,79.0,25.2,29.7,21.7,2.4
경상남도,201107,25.7,79.9,26.0,29.8,22.5,1.8
광주광역시,201107,26.5,80.0,27.2,30.6,23.5,2.7
부산광역시,201107,25.1,79.0,25.0,28.4,22.5,3.4
전라남도,201107,25.3,85.7,27.5,28.8,22.6,2.9
제주특별자치도,201107,26.5,82.8,28.4,29.4,24.3,3.3
세종특별자치시,201107,25.2,81.2,25.6,28.9,22.3,2.2
강원도,201108,24.1,80.0,23.7,28.6,20.9,1.6
경기도,201108,25.2,82.4,26.0,29.8,21.9,1.3
인천광역시,201108,23.9,86.3,25.3,27.2,21.6,2.7
서울특별시,201108,25.8,74.0,24.3,29.5,23.0,2.5
경상북도,201108,24.5,83.2,25.2,28.8,21.4,1.6
충청북도,201108,24.9,78.2,24.4,29.2,21.6,1.4
충청남도,201108,25.1,81.4,25.7,29.2,22.2,1.9
대전광역시,201108,25.8,78.0,25.6,29.3,23.1,1.9
전라북도,201108,25.3,81.5,26.0,29.6,22.2,1.7
대구광역시,201108,26.2,75.0,25.0,30.3,23.1,2.1
울산광역시,201108,25.3,82.0,26.0,29.5,21.9,2.2
경상남도,201108,25.4,81.6,26.2,29.3,22.7,1.6
광주광역시,201108,25.9,81.0,26.9,30.0,23.1,2.4
부산광역시,201108,25.8,78.0,25.8,28.9,23.8,3.4
전라남도,201108,24.9,86.4,27.0,28.2,22.6,2.8
제주특별자치도,201108,25.8,85.0,28.0,28.5,24.0,3.6
세종특별자치시,201108,25.2,80.9,25.7,29.1,22.4,2.2
강원도,201109,18.8,74.3,16.1,24.0,14.6,1.8
경기도,201109,20.2,72.0,16.8,26.3,15.5,1.4
인천광역시,201109,20.3,70.3,16.7,24.2,17.0,2.5
서울특별시,201109,21.8,58.0,15.1,26.6,17.7,2.4
경상북도,201109,20.2,76.4,18.1,25.5,15.9,2.0
충청북도,201109,19.7,72.0,16.5,25.5,15.1,1.3
충청남도,201109,20.5,73.6,17.7,26.0,16.2,1.7
대전광역시,201109,21.2,70.0,17.6,25.9,17.2,1.5
전라북도,201109,21.0,75.1,18.6,26.8,16.4,1.6
대구광역시,201109,23.0,62.0,17.5,27.9,18.9,2.0
울산광역시,201109,21.8,75.0,19.7,26.7,17.5,2.5
경상남도,201109,22.1,71.6,19.0,27.5,17.8,1.6
광주광역시,201109,22.7,71.0,19.6,28.2,18.4,1.8
부산광역시,201109,23.3,66.0,19.0,27.1,20.5,3.1
전라남도,201109,22.0,75.1,19.8,27.1,18.0,2.5
제주특별자치도,201109,23.7,71.8,21.2,27.0,21.1,3.5
세종특별자치시,201109,21.4,70.9,18.1,26.4,17.4,2.1
강원도,201110,11.9,68.7,9.4,18.3,6.7,1.6
경기도,201110,12.2,71.0,9.9,19.5,6.3,1.1
인천광역시,201110,13.7,64.3,10.1,17.9,10.0,2.4
서울특별시,201110,14.2,55.0,8.8,19.3,9.7,2.1
경상북도,201110,13.1,71.0,10.5,19.8,7.6,1.8
충청북도,201110,11.8,71.5,9.7,19.2,5.9,1.1
충청남도,201110,12.8,71.0,10.3,19.7,7.0,1.5
대전광역시,201110,13.5,69.0,10.4,19.5,8.6,1.3
전라북도,201110,13.3,72.2,10.7,20.3,7.4,1.5
대구광역시,201110,15.7,58.0,10.0,21.2,10.8,1.6
울산광역시,201110,15.8,69.0,12.3,21.4,11.0,1.8
경상남도,201110,15.0,68.5,11.4,21.4,9.7,1.4
광주광역시,201110,15.4,66.0,11.4,21.7,10.4,1.5
부산광역시,201110,17.6,58.0,11.6,22.3,13.9,2.7
전라남도,201110,15.3,67.6,11.5,21.1,10.5,2.5
제주특별자치도,201110,18.5,65.0,13.9,21.8,15.6,3.6
세종특별자치시,201110,14.4,66.6,10.7,20.3,9.4,1.8
강원도,201111,8.7,68.7,8.3,13.6,4.5,1.8
경기도,201111,9.7,70.6,9.1,15.0,5.0,1.4
인천광역시,201111,10.2,72.3,9.5,13.6,7.1,3.1
서울특별시,201111,10.7,60.0,8.4,14.7,7.2,2.7
경상북도,201111,10.0,70.5,9.3,15.2,5.6,2.0
충청북도,201111,9.4,67.8,8.6,15.1,4.5,1.4
충청남도,201111,10.8,70.6,9.6,16.2,6.3,1.8
대전광역시,201111,11.2,67.0,9.5,16.1,7.1,1.7
전라북도,201111,11.3,74.1,10.5,16.7,6.6,1.6
대구광역시,201111,11.9,63.0,9.6,16.3,8.2,1.9
울산광역시,201111,12.3,70.0,10.9,17.3,8.4,1.8
경상남도,201111,11.9,70.6,10.5,17.1,7.8,1.5
광주광역시,201111,12.6,73.0,11.4,17.7,8.6,1.6
부산광역시,201111,14.1,60.0,10.7,18.3,10.9,2.7
전라남도,201111,12.6,74.0,11.4,17.0,8.8,2.8
제주특별자치도,201111,16.3,72.5,14.2,19.4,13.6,3.6
세종특별자치시,201111,11.5,69.0,10.1,16.2,7.5,2.1
강원도,201112,-2.0,58.1,3.2,2.9,-6.5,1.9
경기도,201112,-1.8,62.2,3.5,3.3,-6.5,1.4
인천광역시,201112,-0.4,58.7,3.7,2.9,-3.6,3.1
서울특별시,201112,-0.9,51.0,3.1,2.9,-4.1,2.6
경상북도,201112,0.4,55.3,3.7,5.4,-4.2,2.6
충청북도,201112,-1.8,60.0,3.4,3.4,-6.6,1.4
충청남도,201112,-0.0,64.8,4.0,4.7,-4.5,1.7
대전광역시,201112,0.4,60.0,3.9,4.9,-3.6,1.5
전라북도,201112,0.6,68.4,4.5,5.2,-3.6,1.8
대구광역시,201112,2.3,46.0,3.5,6.9,-1.5,2.2
울산광역시,201112,3.2,51.0,4.2,7.9,-0.7,2.6
경상남도,201112,2.4,53.2,4.0,7.8,-2.3,1.9
광주광역시,201112,2.2,65.0,4.8,6.7,-1.3,2.1
부산광역시,201112,4.4,41.0,3.7,9.1,0.7,3.2
전라남도,201112,2.9,61.6,4.7,7.0,-0.8,3.2
제주특별자치도,201112,7.4,63.8,6.6,10.1,4.8,4.4
세종특별자치시,201112,1.2,57.5,4.0,5.7,-2.8,2.4
강원도,201201,-3.8,57.0,2.8,1.6,-8.6,1.9
경기도,201201,-3.9,59.8,2.8,2.0,-9.4,1.4
인천광역시,201201,-2.8,56.0,2.9,1.0,-6.4,3.0
서울특별시,201201,-2.8,49.0,2.6,1.3,-6.3,2.5
경상북도,201201,-1.3,55.8,3.2,3.8,-6.0,2.5
충청북도,201201,-3.6,60.2,3.0,2.0,-8.8,1.3
충청남도,201201,-2.3,64.6,3.4,2.6,-7.0,1.8
대전광역시,201201,-1.5,60.0,3.4,3.0,-5.8,1.5
전라북도,201201,-1.5,68.5,3.8,3.3,-6.0,1.8
대구광역시,201201,0.8,47.0,3.2,5.1,-2.8,2.1
울산광역시,201201,1.6,52.0,3.8,6.1,-2.1,2.6
경상남도,201201,0.8,52.4,3.5,5.9,-3.8,1.9
광주광역시,201201,0.4,64.0,4.1,4.9,-3.2,2.1
부산광역시,201201,2.8,42.0,3.4,7.4,-0.7,3.4
전라남도,201201,1.0,61.3,4.1,5.4,-2.8,3.3
제주특별자치도,201201,5.8,60.8,5.7,8.4,3.4,4.3
세종특별자치시,201201,-0.6,56.9,3.5,4.0,-4.8,2.3
강원도,201202,-2.9,49.7,2.6,3.1,-8.6,2.1
경기도,201202,-2.9,52.6,2.7,3.8,-9.0,1.6
인천광역시,201202,-2.3,51.3,2.8,1.8,-6.1,3.4
서울특별시,201202,-2.0,43.0,2.4,3.0,-6.0,2.9
경상북도,201202,-1.1,51.8,3.1,4.6,-6.3,2.5
충청북도,201202,-2.9,52.8,2.7,3.4,-8.8,1.5
충청남도,201202,-1.7,56.8,3.1,4.0,-7.1,1.9
대전광역시,201202,-1.0,52.0,3.0,4.5,-5.9,1.7
전라북도,201202,-1.2,63.9,3.6,4.2,-6.0,1.9
대구광역시,201202,1.1,44.0,3.1,5.9,-3.2,2.3
울산광역시,201202,1.5,53.0,3.9,6.4,-2.7,2.4
경상남도,201202,1.0,51.5,3.5,6.3,-3.8,2.0
광주광역시,201202,0.4,64.0,4.1,5.3,-3.6,2.0
부산광역시,201202,2.8,45.0,3.6,7.2,-0.9,3.0
전라남도,201202,0.7,63.7,4.2,5.1,-3.0,3.5
제주특별자치도,201202,5.4,65.8,6.2,8.3,2.6,4.5
세종특별자치시,201202,-0.3,53.8,3.4,4.8,-4.9,2.4
강원도,201203,3.8,58.7,4.7,8.6,-0.8,2.4
경기도,201203,4.6,59.4,5.1,10.3,-0.4,2.1
인천광역시,201203,3.7,61.7,5.0,7.5,0.4,3.9
서울특별시,201203,5.1,52.0,4.6,9.5,1.5,3.5
경상북도,201203,5.5,60.1,5.5,10.6,0.6,2.8
충청북도,201203,4.6,57.0,4.9,10.0,-0.3,2.0
충청남도,201203,4.5,63.4,5.4,9.8,-0.5,2.3
대전광역시,201203,5.7,57.0,5.3,10.5,1.1,2.1
전라북도,201203,5.0,65.7,5.8,10.2,0.1,2.4
대구광역시,201203,7.7,50.0,5.3,12.7,3.5,2.5
울산광역시,201203,7.5,63.0,6.6,12.0,3.3,2.6
경상남도,201203,7.2,58.3,6.0,12.4,2.2,2.2
광주광역시,201203,6.5,64.0,6.3,11.7,2.2,2.3
부산광역시,201203,8.3,55.0,6.3,12.3,4.9,3.8
전라남도,201203,6.3,64.0,6.2,11.0,2.2,3.8
제주특별자치도,201203,9.6,66.0,8.1,12.8,6.4,4.4
세종특별자치시,201203,6.0,59.7,5.7,10.7,1.6,2.8
강원도,201204,11.4,57.5,7.5,17.6,5.5,2.5
경기도,201204,11.8,61.4,8.4,18.7,5.7,2.0
인천광역시,201204,10.1,66.0,8.2,14.7,6.2,4.3
서울특별시,201204,12.3,54.0,7.7,17.9,7.8,3.4
경상북도,201204,12.6,56.8,8.2,19.2,6.3,2.8
충청북도,201204,12.1,54.8,7.6,19.2,5.4,2.1
충청남도,201204,11.5,62.0,8.3,18.3,5.0,2.5
대전광역시,201204,13.2,54.0,8.0,19.6,7.1,2.4
전라북도,201204,12.2,62.0,8.7,18.9,5.6,2.6
대구광역시,201204,15.1,47.0,7.9,21.3,9.5,2.5
울산광역시,201204,14.1,62.0,10.0,19.9,8.6,2.7
경상남도,201204,13.6,59.5,9.2,19.6,7.7,2.3
광주광역시,201204,13.6,60.0,9.4,20.0,7.9,2.5
부산광역시,201204,14.0,58.0,9.5,18.0,10.3,4.0
전라남도,201204,12.4,66.7,9.7,17.7,7.2,3.8
제주특별자치도,201204,14.6,68.5,11.7,18.5,10.7,4.2
세종특별자치시,201204,12.8,59.4,8.8,18.7,7.3,2.9
강원도,201205,16.7,63.1,11.3,22.7,11.2,1.9
경기도,201205,18.5,61.4,12.3,25.5,12.4,1.4
인천광역시,201205,17.1,63.7,12.0,21.9,12.9,3.1
서울특별시,201205,19.7,48.0,10.6,25.1,15.4,2.7
경상북도,201205,17.5,64.1,12.0,23.9,11.7,2.0
충청북도,201205,18.2,58.2,11.4,25.1,11.9,1.5
충청남도,201205,18.2,62.4,12.3,24.8,12.3,1.7
대전광역시,201205,19.8,54.0,11.8,25.9,14.4,1.9
전라북도,201205,18.4,64.6,12.9,25.3,12.6,1.7
대구광역시,201205,20.1,53.0,11.7,26.2,15.1,2.1
울산광역시,201205,18.4,67.0,13.7,24.1,14.1,2.1
경상남도,201205,18.9,62.7,13.0,25.1,13.5,1.6
광주광역시,201205,20.0,61.0,13.5,26.5,14.9,1.8
부산광역시,201205,18.9,59.0,12.7,23.1,15.9,2.7
전라남도,201205,18.4,67.8,13.8,24.0,13.7,2.6
제주특별자치도,201205,19.0,72.8,15.6,22.8,15.6,3.0
세종특별자치시,201205,18.6,61.4,12.5,24.5,13.6,2.1
강원도,201206,20.6,71.7,16.8,25.9,16.4,1.8
경기도,201206,23.3,63.8,17.7,29.8,18.1,1.7
인천광역시,201206,21.6,74.7,18.7,26.5,17.7,3.0
서울특별시,201206,24.1,54.0,15.7,29.7,20.0,2.8
경상북도,201206,21.0,73.2,17.7,26.1,16.6,2.0
충청북도,201206,22.6,63.0,16.7,28.5,17.6,1.6
충청남도,201206,22.6,68.2,18.0,28.2,17.8,1.7
대전광역시,201206,23.8,68.0,19.4,29.0,19.2,2.1
전라북도,201206,22.6,70.4,18.7,28.2,18.0,1.8
대구광역시,201206,23.2,64.0,17.5,28.3,19.2,2.5
울산광역시,201206,21.2,74.0,18.4,25.4,18.1,2.4
경상남도,201206,21.9,70.9,18.2,26.7,18.1,1.7
광주광역시,201206,23.4,68.0,19.1,29.1,19.3,2.2
부산광역시,201206,21.6,71.0,18.2,24.9,19.1,2.8
전라남도,201206,21.7,78.2,20.0,26.1,18.4,2.7
제주특별자치도,201206,22.0,84.0,22.2,25.0,19.9,3.0
세종특별자치시,201206,22.3,69.8,18.3,27.3,18.3,2.2
강원도,201207,24.0,78.0,22.8,28.5,20.5,1.8
경기도,201207,25.2,80.2,25.3,29.8,21.5,1.5
인천광역시,201207,23.6,91.0,26.4,26.6,21.1,3.1
서울특별시,201207,25.4,74.0,23.6,29.0,22.4,2.7
경상북도,201207,25.1,78.2,24.3,29.7,21.3,1.7
충청북도,201207,25.2,77.8,24.4,29.9,21.4,1.4
충청남도,201207,25.3,80.4,25.5,29.7,21.8,1.7
대전광역시,201207,26.3,82.0,27.7,30.1,23.0,1.7
전라북도,201207,25.7,81.1,26.3,30.1,22.1,1.8
대구광역시,201207,27.5,69.0,24.7,32.1,23.7,2.1
울산광역시,201207,26.1,75.0,25.0,30.3,22.8,2.0
경상남도,201207,26.0,79.1,26.1,30.3,22.6,1.6
광주광역시,201207,26.4,78.0,26.4,30.8,23.2,2.2
부산광역시,201207,25.5,78.0,25.3,28.5,23.3,3.3
전라남도,201207,25.2,87.2,27.7,28.8,22.4,2.6
제주특별자치도,201207,26.0,88.8,29.6,28.6,23.7,2.9
세종특별자치시,201207,25.5,79.9,25.7,29.6,22.3,2.1
강원도,201208,24.6,79.9,24.3,29.1,21.1,1.9
경기도,201208,26.4,78.4,26.4,31.2,22.7,1.7
인천광역시,201208,25.5,84.0,27.3,28.8,22.5,3.0
서울특별시,201208,27.1,68.0,23.8,30.9,23.9,3.0
경상북도,201208,25.5,80.1,25.7,30.0,22.1,1.9
충청북도,201208,26.0,75.5,24.8,30.6,22.3,1.7
충청남도,201208,26.4,78.6,26.6,30.8,22.9,2.1
대전광역시,201208,27.1,81.0,28.4,31.0,23.8,2.3
전라북도,201208,26.8,78.5,27.0,31.3,23.2,2.1
대구광역시,201208,27.9,71.0,25.8,32.4,24.5,2.5
울산광역시,201208,26.8,75.0,26.0,31.0,23.9,2.7
경상남도,201208,26.8,76.7,26.5,31.2,23.6,1.9
광주광역시,201208,27.6,75.0,27.0,31.8,24.3,2.9
부산광역시,201208,27.5,72.0,26.3,30.7,25.1,3.7
전라남도,201208,26.7,82.7,28.6,30.2,23.9,3.4
제주특별자치도,201208,27.6,84.2,30.9,30.5,25.5,3.9
세종특별자치시,201208,26.6,77.5,26.6,30.7,23.5,2.5
강원도,201209,18.4,79.0,16.5,23.5,14.3,1.7
경기도,201209,19.8,78.6,17.7,25.6,15.4,1.2
인천광역시,201209,20.1,78.3,18.4,23.8,17.1,2.6
서울특별시,201209,21.0,65.0,15.9,25.0,17.4,2.3
경상북도,201209,19.4,78.3,17.4,24.8,15.2,1.7
충청북도,201209,19.2,78.0,17.2,24.8,15.0,1.2
충청남도,201209,19.8,79.8,18.2,24.9,15.7,1.4
대전광역시,201209,20.6,81.0,19.5,24.8,16.8,1.4
전라북도,201209,20.1,80.1,18.6,25.3,16.0,1.6
대구광역시,201209,21.7,69.0,17.4,26.8,17.6,1.8
울산광역시,201209,21.1,73.0,18.1,26.1,17.2,2.2
경상남도,201209,20.8,75.6,18.3,26.1,16.7,1.5
광주광역시,201209,21.3,74.0,18.5,26.2,17.6,2.0
부산광역시,201209,22.2,70.0,18.5,26.1,19.1,3.1
전라남도,201209,20.9,80.8,19.8,25.5,17.2,2.5
제주특별자치도,201209,22.2,78.5,21.1,25.4,19.6,3.4
세종특별자치시,201209,20.5,76.2,18.2,25.3,16.7,2.0
강원도,201210,12.8,68.7,10.0,19.4,7.4,1.7
경기도,201210,13.5,72.8,11.1,20.7,7.7,1.2
인천광역시,201210,14.8,70.7,12.1,19.1,11.0,3.1
서울특별시,201210,15.3,58.0,10.1,20.5,11.0,2.3
경상북도,201210,13.3,68.7,10.2,20.5,7.4,1.8
충청북도,201210,12.4,72.2,10.2,20.0,6.3,1.1
충청남도,201210,13.5,74.8,11.4,20.7,7.7,1.4
대전광역시,201210,14.3,74.0,11.9,20.7,8.9,1.3
전라북도,201210,14.0,72.5,11.4,21.1,8.0,1.6
대구광역시,201210,15.8,57.0,10.0,22.2,10.5,1.6
울산광역시,201210,16.1,62.0,11.2,22.1,11.2,2.1
경상남도,201210,14.9,65.6,10.8,22.2,9.2,1.4
광주광역시,201210,15.9,64.0,11.3,22.2,10.8,1.6
부산광역시,201210,17.8,54.0,11.0,22.7,14.0,2.7
전라남도,201210,15.8,69.2,12.3,21.7,10.8,2.6
제주특별자치도,201210,18.8,64.8,14.1,22.3,15.6,3.8
세종특별자치시,201210,14.9,66.8,11.2,21.1,9.8,2.0
강원도,201211,4.5,63.2,5.4,9.6,-0.0,2.2
경기도,201211,4.6,69.4,5.9,10.0,-0.2,1.6
인천광역시,201211,5.7,65.7,6.2,9.3,2.2,3.8
서울특별시,201211,5.5,57.0,5.3,9.5,1.8,2.7
경상북도,201211,5.9,60.2,5.7,11.5,0.9,2.4
충청북도,201211,4.4,69.0,5.8,9.8,-0.4,1.6
충청남도,201211,5.8,70.4,6.5,11.0,1.1,1.9
대전광역시,201211,6.0,72.0,6.9,11.1,1.8,1.7
전라북도,201211,6.7,68.1,6.7,11.8,2.0,2.2
대구광역시,201211,8.2,50.0,5.6,13.2,3.9,2.2
울산광역시,201211,8.9,53.0,6.2,14.3,4.2,2.0
경상남도,201211,7.8,58.5,6.2,13.4,2.8,1.8
광주광역시,201211,8.1,63.0,6.8,13.0,4.2,2.2
부산광역시,201211,10.1,48.0,6.2,14.7,6.5,3.3
전라남도,201211,8.6,65.8,7.4,13.1,4.5,3.4
제주특별자치도,201211,12.3,63.0,9.0,15.4,9.2,4.5
세종특별자치시,201211,7.1,62.3,6.4,11.9,2.8,2.5
강원도,201212,-4.2,60.8,2.9,0.8,-8.9,2.0
경기도,201212,-5.2,68.8,3.1,-0.1,-9.8,1.4
인천광역시,201212,-3.8,69.0,3.4,-0.4,-7.2,3.3
서울특별시,201212,-4.1,57.0,2.8,-0.5,-7.4,2.7
경상북도,201212,-2.2,60.6,3.4,2.7,-6.6,2.6
충청북도,201212,-4.8,70.2,3.2,0.5,-9.8,1.4
충청남도,201212,-3.1,73.8,3.8,1.7,-7.6,1.8
대전광역시,201212,-3.0,77.0,4.0,1.5,-7.2,1.4
전라북도,201212,-1.6,74.6,4.3,3.1,-6.2,1.9
대구광역시,201212,-0.3,54.0,3.5,3.9,-3.9,2.1
울산광역시,201212,1.3,52.0,3.8,6.4,-3.0,1.8
경상남도,201212,0.5,60.1,4.0,5.4,-3.7,1.8
광주광역시,201212,0.4,71.0,4.7,4.8,-3.3,2.3
부산광역시,201212,2.9,47.0,4.0,7.1,-0.8,3.2
전라남도,201212,1.6,70.9,5.0,5.8,-2.1,3.6
제주특별자치도,201212,6.7,72.0,7.3,9.8,3.9,4.9
세종특별자치시,201212,-1.2,64.9,4.0,3.3,-5.2,2.4
강원도,201301,-4.7,63.3,3.0,0.8,-9.9,1.9
경기도,201301,-4.9,69.4,3.3,0.8,-10.0,1.2
인천광역시,201301,-3.3,70.0,3.7,0.0,-6.8,2.9
서울특별시,201301,-3.4,57.0,3.0,0.3,-6.6,2.7
경상북도,201301,-2.4,58.9,3.2,2.9,-7.4,2.4
충청북도,201301,-5.0,69.0,3.2,1.0,-10.6,1.2
충청남도,201301,-3.2,73.0,3.8,2.3,-8.5,1.4
대전광역시,201301,-2.6,74.0,4.0,2.5,-7.5,1.4
전라북도,201301,-2.1,71.9,4.0,3.1,-7.2,1.6
대구광역시,201301,-0.1,52.0,3.3,4.8,-4.5,2.0
울산광역시,201301,0.9,49.0,3.5,6.6,-3.7,1.8
경상남도,201301,-0.2,56.4,3.5,5.6,-5.1,1.7
광주광역시,201301,0.0,66.0,4.2,4.7,-3.9,1.8
부산광역시,201301,2.5,42.0,3.4,7.2,-1.4,3.1
전라남도,201301,0.8,66.8,4.5,5.3,-3.1,3.3
제주특별자치도,201301,5.7,67.8,6.4,8.7,2.7,4.4
세종특별자치시,201301,-1.4,62.9,3.8,3.5,-5.8,2.2
강원도,201302,-1.5,55.4,3.1,3.9,-6.8,2.0
경기도,201302,-1.8,62.6,3.5,3.6,-6.9,1.6
인천광역시,201302,-2.1,66.0,3.7,1.4,-5.6,3.1
서울특별시,201302,-1.2,54.0,3.2,2.8,-4.9,2.9
경상북도,201302,0.6,52.5,3.5,6.0,-4.4,2.5
충청북도,201302,-1.3,59.0,3.4,4.1,-6.5,1.6
충청남도,201302,-0.6,64.0,3.9,4.5,-5.5,1.8
대전광역시,201302,0.0,62.0,3.9,5.1,-4.6,1.5
전라북도,201302,0.5,64.5,4.2,5.6,-4.3,2.1
대구광역시,201302,2.6,43.0,3.3,7.5,-1.8,2.2
울산광역시,201302,3.4,48.0,3.9,9.0,-1.6,1.7
경상남도,201302,2.5,51.4,3.8,8.0,-2.7,1.8
광주광역시,201302,2.0,58.0,4.2,7.0,-2.4,2.1
부산광역시,201302,4.7,43.0,4.0,9.3,0.4,2.8
전라남도,201302,2.5,63.2,4.8,7.1,-1.8,3.5
제주특별자치도,201302,6.6,70.5,7.2,9.8,3.2,4.2
세종특별자치시,201302,1.1,57.3,4.0,5.9,-3.5,2.3
강원도,201303,4.9,56.2,4.7,11.3,-1.0,2.3
경기도,201303,4.6,59.0,4.9,11.9,-1.5,1.8
인천광역시,201303,3.0,65.0,5.0,7.5,-0.8,3.6
서울특별시,201303,5.1,49.0,4.3,10.8,0.7,3.0
경상북도,201303,6.8,53.3,5.1,14.2,-0.1,2.6
충청북도,201303,5.0,57.0,4.8,12.6,-1.7,1.7
충청남도,201303,4.8,63.6,5.4,11.9,-1.5,2.1
대전광역시,201303,6.6,57.0,5.5,13.7,0.0,1.8
전라북도,201303,5.8,63.2,5.7,13.4,-0.8,2.3
