"±¸ºÐ","Ç×¸ñ","´ÜÀ§","2010.01 ¿ù","2010.02 ¿ù","2010.03 ¿ù","2010.04 ¿ù","2010.05 ¿ù","2010.06 ¿ù","2010.07 ¿ù","2010.08 ¿ù","2010.09 ¿ù","2010.10 ¿ù","2010.11 ¿ù","2010.12 ¿ù","2011.01 ¿ù","2011.02 ¿ù","2011.03 ¿ù","2011.04 ¿ù","2011.05 ¿ù","2011.06 ¿ù","2011.07 ¿ù","2011.08 ¿ù","2011.09 ¿ù","2011.10 ¿ù","2011.11 ¿ù","2011.12 ¿ù","2012.01 ¿ù","2012.02 ¿ù","2012.03 ¿ù","2012.04 ¿ù","2012.05 ¿ù","2012.06 ¿ù","2012.07 ¿ù","2012.08 ¿ù","2012.09 ¿ù","2012.10 ¿ù","2012.11 ¿ù","2012.12 ¿ù","2013.01 ¿ù","2013.02 ¿ù","2013.03 ¿ù","2013.04 ¿ù","2013.05 ¿ù","2013.06 ¿ù","2013.07 ¿ù","2013.08 ¿ù","2013.09 ¿ù","2013.10 ¿ù","2013.11 ¿ù","2013.12 ¿ù","2014.01 ¿ù","2014.02 ¿ù","2014.03 ¿ù","2014.04 ¿ù","2014.05 ¿ù","2014.06 ¿ù","2014.07 ¿ù","2014.08 ¿ù","2014.09 ¿ù","2014.10 ¿ù","2014.11 ¿ù","2014.12 ¿ù","2015.01 ¿ù","2015.02 ¿ù","2015.03 ¿ù","2015.04 ¿ù","2015.05 ¿ù","2015.06 ¿ù","2015.07 ¿ù","2015.08 ¿ù","2015.09 ¿ù","2015.10 ¿ù","2015.11 ¿ù","2015.12 ¿ù","2016.01 ¿ù","2016.02 ¿ù","2016.03 ¿ù","2016.04 ¿ù","2016.05 ¿ù","2016.06 ¿ù","2016.07 ¿ù","2016.08 ¿ù","2016.09 ¿ù","2016.10 ¿ù","2016.11 ¿ù","2016.12 ¿ù","2017.01 ¿ù","2017.02 ¿ù","2017.03 ¿ù","2017.04 ¿ù","2017.05 ¿ù","2017.06 ¿ù","2017.07 ¿ù","2017.08 ¿ù","2017.09 ¿ù","2017.10 ¿ù","2017.11 ¿ù","2017.12 ¿ù","2018.01 ¿ù","2018.02 ¿ù","2018.03 ¿ù","2018.04 ¿ù","2018.05 ¿ù","2018.06 ¿ù","2018.07 ¿ù","2018.08 ¿ù","2018.09 ¿ù","2018.10 ¿ù","2018.11 ¿ù","2018.12 ¿ù","2019.01 ¿ù","2019.02 ¿ù","2019.03 ¿ù","2019.04 ¿ù","2019.05 ¿ù","2019.06 ¿ù","2019.07 ¿ù","2019.08 ¿ù","2019.09 ¿ù","2019.10 ¿ù","2019.11 ¿ù","2019.12 ¿ù","2020.01 ¿ù","2020.02 ¿ù","2020.03 ¿ù","2020.04 ¿ù","2020.05 ¿ù","2020.06 ¿ù","2020.07 ¿ù","2020.08 ¿ù","2020.09 ¿ù","2020.10 ¿ù","2020.11 ¿ù","2020.12 ¿ù","2021.01 ¿ù","2021.02 ¿ù","2021.03 ¿ù","2021.04 ¿ù","2021.05 ¿ù","2021.06 ¿ù","2021.07 ¿ù","2021.08 ¿ù","2021.09 ¿ù","2021.10 ¿ù","2021.11 ¿ù","2021.12 ¿ù","2022.01 ¿ù","2022.02 ¿ù","2022.03 ¿ù","2022.04 ¿ù","2022.05 ¿ù","2022.06 ¿ù","2022.07 ¿ù","2022.08 ¿ù","2022.09 ¿ù","2022.10 ¿ù","2022.11 ¿ù","2022.12 ¿ù","2023.01 ¿ù","2023.02 ¿ù",
"¼º³²","¿ùÆò±Õ","",".047",".04",".032",".035",".033",".036",".022",".022",".023",".035",".038",".037",".042",".049",".033",".038",".035",".036",".027",".026",".03",".045",".04",".04",".04",".038",".032",".034",".037",".028",".023",".019",".03",".036",".038",".042",".047",".04",".039",".034",".036",".035",".02",".026",".031",".034",".039",".047",".047",".043",".037",".043",".034",".031",".027",".028",".035",".038",".045",".038",".043",".039",".046",".036",".036",".03",".024",".027",".03",".042",".038",".046",".041",".036",".042",".039",".034",".032",".025",".027",".029",".033",".038",".041",".041",".039",".043",".033",".031",".027",".022",".021",".027",".029",".037",".038",".04",".039",".034",".03",".026",".026",".02",".019",".022",".031",".043",".039",".044",".04",".036",".029",".029",".022",".018",".02",".02",".025",".035",".036",".035",".032",".029",".022",".021",".021",".016",".013",".016",".028",".033",".033",".029",".03",".031",".022",".019",".017",".014",".014",".013",".023",".032",".031",".034",".027",".026",".019",".016",".013",".013",".012",".015",".021",".029",".029",".0296",".0325",
"ÀÇÁ¤ºÎ","¿ùÆò±Õ","",".043",".033",".026",".027",".027",".022",".018",".019",".019",".029",".032",".034",".038",".049",".031",".037",".032",".028",".021",".02",".024",".029",".03",".03",".034",".032",".03",".035",".033",".022",".018",".016",".02",".022",".027",".035",".043",".035",".031",".028",".029",".022",".017",".017",".021",".025",".032",".041",".04",".033",".03",".031",".024",".018",".018",".019",".023",".031",".035",".033",".036",".033",".034",".028",".025",".018",".017",".018",".023",".03",".029",".035",".032",".03",".032",".029",".018",".019",".017",".012",".021",".019",".025",".03",".032",".031",".032",".028",".018",".015",".016",".013",".023",".024",".031",".029",".026",".025",".023",".013",".012",".01",".008",".008",".01",".021",".032",".034",".038",".032",".031",".023",".022",".016",".015",".015",".018",".022",".032",".035",".033",".029",".024",".02",".016",".014",".013",".013",".014",".024",".027",".029",".028",".027",".026",".021",".018",".015",".013",".013",".013",".019",".029",".029",".031",".026",".024",".019",".015",".013",".012",".013",".014",".017",".024",".025",".0268",".0265",
"±¤¸í","¿ùÆò±Õ","",".04",".033",".027",".03",".028",".035",".028",".029",".032",".041",".038",".037",".035",".047",".027",".035",".035",".031",".024",".022",".026",".036",".029",".028",".03",".028",".026",".032",".035",".029",".022",".022",".031",".034",".034",".036",".04",".033",".031",".03",".034",".035",".016",".021",".025",".029",".03",".033",".038",".042",".034",".039",".028",".026",".023",".024",".036",".04",".039",".033",".039",".035",".04",".035",".032",".029",".022",".024",".029",".035",".033",".038",".029",".028",".034",".033",".03",".026",".021",".025",".029",".03",".033",".034",".033",".033",".037",".03",".029",".028",".025",".026",".036",".037",".036",".037",".038",".037",".036",".034",".028",".029",".02",".02",".023",".032",".045",".039",".043",".038",".039",".033",".031",".025",".022",".022",".028",".032",".039",".036",".036",".032",".027",".02",".021",".019",".014",".011",".015",".024",".029",".028",".029",".026",".03",".02",".017",".018",".015",".014",".013",".022",".031",".031",".031",".025",".027",".019",".014",".012",".012",".012",".017",".023",".03",".028",".0299",".0302",
"¾È»ê","¿ùÆò±Õ","",".039",".033",".028",".032",".027",".03",".018",".021",".024",".036",".035",".033",".036",".043",".026",".031",".032",".025",".02",".021",".027",".042",".037",".036",".038",".036",".03",".028",".032",".022",".017",".014",".024",".03",".03",".041",".044",".036",".032",".029",".029",".028",".015",".019",".028",".033","0.040*",".041",".042",".041",".031",".036",".027",".023",".02",".022",".031",".038",".041",".035",".039",".033",".038",".031",".026",".023",".018",".021",".027",".034",".035",".043",".035",".032",".034",".033",".028",".022",".019",".022",".027",".032",".034",".036",".035",".033",".035",".028",".024",".02",".017",".019",".028",".028",".03",".031",".034",".031",".027",".025",".021",".02",".015",".015",".02",".029",".041",".034",".036",".032",".029",".026",".023",".019",".014",".015",".021",".029",".037",".037",".037",".032",".026",".019",".018",".017",".015","0.010*","0.016*",".026",".03",".03",".029",".027",".029",".022",".018",".017",".014",".014",".014",".021",".03",".031",".033",".027",".027",".02",".014",".01",".011",".011",".016",".023",".029",".029",".0287",".0307",
"ÆòÅÃ","¿ùÆò±Õ","",".029",".025",".019",".02",".018",".019",".014",".015",".018",".026",".028",".027",".029",".03",".02",".024",".022",".017",".014",".013",".019",".027",".025",".026",".027",".025",".022",".02",".022",".015",".012",".011",".016",".023",".027",".034",".033",".023",".021",".018",".018",".015",".01",".012",".016",".02",".022",".025",".026",".025",".026",".03",".022",".018",".016",".016",".02",".022",".031",".027",".028",".029",".033",".028",".025",".019",".013",".015",".019",".022",".025",".029",".025",".021",".023",".027",".022",".018",".015",".017",".019",".024",".028",".028",".028",".027",".028",".025",".022",".018",".017",".018",".023",".025",".027",".031",".035",".029",".025","0.023*","0.019*",".017",".014",".012",".015",".024",".033",".029",".03",".027",".024",".021",".017",".013",".012",".014",".016",".021",".028",".028",".029",".025",".02",".014",".013",".013",".011",".01",".013",".022",".026",".028",".026",".023",".023",".017",".014",".013",".011",".012",".011",".018",".024",".026",".028",".022",".022",".017",".013",".01",".009",".009",".013",".018",".025",".025",".0238",".0264",
"°úÃµ","¿ùÆò±Õ","",".035",".03",".025",".027",".026",".03",".025",".025",".026",".037",".039",".039",".039",".049",".03",".035",".033",".031",".024",".023",".028",".039",".035",".037",".039",".034",".031",".032",".037",".028",".023",".022",".03",".034",".034",".04",".044",".036",".036",".032",".033",".032",".018",".024",".027",".031",".031",".037",".038",".038",".032",".035",".026",".024",".021",".025",".03",".035",".041",".034",".038",".033",".037",".032",".031",".027",".02",".022",".029",".036",".033",".04",".033",".031",".036",".035",".029",".026",".02",".024",".029",".029",".034",".036",".035",".033",".037",".029",".026",".024",".019",".018",".026",".026",".031",".03",".032",".032",".03",".029",".025",".025",".018",".017",".019",".028",".039",".035",".039",".036",".033",".028",".027",".021",".017",".018",".021",".024",".033",".034",".035",".03",".025",".019",".02",".019",".016",".013",".018",".027",".029",".032",".03",".028",".032",".022",".019",".018",".015",".014",".014",".02",".029",".029",".033",".025","0.024**","0.018*",".015",".013",".013",".012",".015",".021",".028",".028",".0277",".0298",
"±¸¸®","¿ùÆò±Õ","",".036",".033",".026",".027",".027",".028",".022",".022",".023",".031",".036",".035",".04",".045",".03",".036",".027",".027",".025",".023",".024",".034",".032",".031",".032",".03",".025",".031",".035",".026",".02",".02",".026",".032",".034",".043",".05",".037",".033",".025",".028",".022",".016",".02",".022",".024",".028",".034",".035",".033",".034",".032",".024",".021",".019",".019",".021",".024",".03",".03",".031",".032",".037",".03",".027",".021",".016",".016",".022","0.034*",".026",".038",".037",".032",".035",".031",".026",".023",".02",".019",".022",".023",".03",".03",".032",".03",".035",".028",".026",".021",".02",".017",".023",".023",".032",".034",".035",".033",".034",".029",".023",".022",".016",".013",".015",".022",".032",".03",".036",".029",".028",".024",".025","0.018*",".016",".015",".016",".02",".028",".029",".028",".026",".021",".019",".016",".014",".012",".012",".012",".018",".023",".024",".022",".021",".022",".016",".014",".013",".011",".01",".009",".015",".021",".021",".022",".017",".018",".015",".012",".01",".009",".01",".011",".015",".023",".024",".0251",".0253",
"ÀÇ¿Õ","¿ùÆò±Õ","",".05",".043",".034",".039",".038",".04",".023",".022",".024",".042",".043",".044",".05",".056",".037",".04",".039",".034",".024",".024",".032",".046",".04",".043",".046",".045",".037",".037",".044",".031",".024",".021",".032",".039",".039",".047",".05",".041",".041",".036",".036",".037",".02",".024",".03",".035",".038",".045",".047",".043",".038",".04",".033",".028",".023",".024",".032",".037",".043",".04",".043",".039",".043",".035",".034",".031",".023",".028",".031",".042","0.035**",".044",".042",".038",".043",".038",".034",".031",".024",".027",".029",".033",".04",".04",".037",".038",".045",".036",".033",".028",".022",".02",".032",".031",".038",".04",".043",".042",".03",".03",".024",".024",".017",".016",".02",".03",".043",".038",".042",".039",".034",".029",".028",".021",".016",".017",".021",".026",".035",".037",".038",".033",".029",".018",".019",".019",".013",".011",".018",".029",".032",".033",".032",".03",".032","0.019**",".017",".018",".014",".014",".014",".022",".03",".033",".037",".03",".027",".021",".015",".013",".012",".011",".018",".024",".033",".032",".0313",".0336",
"°í¾ç","¿ùÆò±Õ","",".039",".031",".027",".028",".028",".027",".021",".02",".02",".031",".037",".038",".035",".045",".027",".037",".034",".027",".023",".022",".02",".029",".03",".031",".033",".031",".028",".034",".027",".02",".017",".015",".022",".028",".029",".027",".035",".028",".028",".026",".028",".023",".022",".023",".024",".022",".026",".031",".032",".025",".032",".032",".023",".017",".017",".015",".019",".027",".03",".026",".027",".026",".031",".025",".022",".02",".016",".016",".018",".022",".022",".029",".025",".026",".031",".027",".02",".017",".014",".013",".015",".018",".024",".026",".026",".025",".028",".028",".022",".018",".018",".015",".019",".019",".027",".029",".027",".026",".027",".022",".018",".015",".012",".011",".014",".022",".031",".028",".032",".027",".025",".02",".018",".013",".011",".012",".015",".018",".025",".025",".024",".022",".019",".016",".014",".013",".012",".012",".014",".02",".024",".027",".026",".025",".025",".019",".016",".016",".014",".012","0.012*",".019",".027",".027",".027",".022",".021",".018",".014",".011",".01",".011",".012",".017",".024",".024",".026",".0245",
"±¤ÁÖ","¿ùÆò±Õ","",".042",".034",".029",".033",".031",".032",".022",".022",".022",".031",".038",".036",".043",".047",".032",".035",".031",".029",".021",".021",".024",".034",".032",".039",".025",".023",".032",".033",".034",".027",".023",".019",".022",".035",".036",".041",".046",".042",".039",".033",".033",".031",".023",".025",".026",".028",".035",".04",".044",".036",".033",".035",".031",".026",".012",".022",".028",".032",".039",".038",".039",".04",".041",".034",".037",".031",".026",".028",".028",".038",".033",".038",".041",".037",".038",".032",".031",".028",".022",".022",".025",".028",".043",".038",".041",".039",".042",".033",".031",".028",".023","0.023**",".025",".026",".038",".04",".041",".04",".03",".027",".023",".024",".018",".015",".016",".026",".037",".037",".042",".038",".035",".027",".028",".021",".017",".016",".016",".02",".032",".036",".033",".029",".026",".019",".016",".016",".012",".011",".012",".022",".03",".027",".023",".022",".024",".017",".013",".012",".011",".01",".01",".016",".025",".026",".032",".024",".023",".018",".014",".011",".011",".01",".011",".017",".025",".028",".0281",".0283",
