"±¸ºÐ","Ç×¸ñ","´ÜÀ§","2010.01 ¿ù","2010.02 ¿ù","2010.03 ¿ù","2010.04 ¿ù","2010.05 ¿ù","2010.06 ¿ù","2010.07 ¿ù","2010.08 ¿ù","2010.09 ¿ù","2010.10 ¿ù","2010.11 ¿ù","2010.12 ¿ù","2011.01 ¿ù","2011.02 ¿ù","2011.03 ¿ù","2011.04 ¿ù","2011.05 ¿ù","2011.06 ¿ù","2011.07 ¿ù","2011.08 ¿ù","2011.09 ¿ù","2011.10 ¿ù","2011.11 ¿ù","2011.12 ¿ù","2012.01 ¿ù","2012.02 ¿ù","2012.03 ¿ù","2012.04 ¿ù","2012.05 ¿ù","2012.06 ¿ù","2012.07 ¿ù","2012.08 ¿ù","2012.09 ¿ù","2012.10 ¿ù","2012.11 ¿ù","2012.12 ¿ù","2013.01 ¿ù","2013.02 ¿ù","2013.03 ¿ù","2013.04 ¿ù","2013.05 ¿ù","2013.06 ¿ù","2013.07 ¿ù","2013.08 ¿ù","2013.09 ¿ù","2013.10 ¿ù","2013.11 ¿ù","2013.12 ¿ù","2014.01 ¿ù","2014.02 ¿ù","2014.03 ¿ù","2014.04 ¿ù","2014.05 ¿ù","2014.06 ¿ù","2014.07 ¿ù","2014.08 ¿ù","2014.09 ¿ù","2014.10 ¿ù","2014.11 ¿ù","2014.12 ¿ù","2015.01 ¿ù","2015.02 ¿ù","2015.03 ¿ù","2015.04 ¿ù","2015.05 ¿ù","2015.06 ¿ù","2015.07 ¿ù","2015.08 ¿ù","2015.09 ¿ù","2015.10 ¿ù","2015.11 ¿ù","2015.12 ¿ù","2016.01 ¿ù","2016.02 ¿ù","2016.03 ¿ù","2016.04 ¿ù","2016.05 ¿ù","2016.06 ¿ù","2016.07 ¿ù","2016.08 ¿ù","2016.09 ¿ù","2016.10 ¿ù","2016.11 ¿ù","2016.12 ¿ù","2017.01 ¿ù","2017.02 ¿ù","2017.03 ¿ù","2017.04 ¿ù","2017.05 ¿ù","2017.06 ¿ù","2017.07 ¿ù","2017.08 ¿ù","2017.09 ¿ù","2017.10 ¿ù","2017.11 ¿ù","2017.12 ¿ù","2018.01 ¿ù","2018.02 ¿ù","2018.03 ¿ù","2018.04 ¿ù","2018.05 ¿ù","2018.06 ¿ù","2018.07 ¿ù","2018.08 ¿ù","2018.09 ¿ù","2018.10 ¿ù","2018.11 ¿ù","2018.12 ¿ù","2019.01 ¿ù","2019.02 ¿ù","2019.03 ¿ù","2019.04 ¿ù","2019.05 ¿ù","2019.06 ¿ù","2019.07 ¿ù","2019.08 ¿ù","2019.09 ¿ù","2019.10 ¿ù","2019.11 ¿ù","2019.12 ¿ù","2020.01 ¿ù","2020.02 ¿ù","2020.03 ¿ù","2020.04 ¿ù","2020.05 ¿ù","2020.06 ¿ù","2020.07 ¿ù","2020.08 ¿ù","2020.09 ¿ù","2020.10 ¿ù","2020.11 ¿ù","2020.12 ¿ù","2021.01 ¿ù","2021.02 ¿ù","2021.03 ¿ù","2021.04 ¿ù","2021.05 ¿ù","2021.06 ¿ù","2021.07 ¿ù","2021.08 ¿ù","2021.09 ¿ù","2021.10 ¿ù","2021.11 ¿ù","2021.12 ¿ù","2022.01 ¿ù","2022.02 ¿ù","2022.03 ¿ù","2022.04 ¿ù","2022.05 ¿ù","2022.06 ¿ù","2022.07 ¿ù","2022.08 ¿ù","2022.09 ¿ù","2022.10 ¿ù","2022.11 ¿ù","2022.12 ¿ù","2023.01 ¿ù","2023.02 ¿ù",
"¾È¾ç","¿ùÆò±Õ","","61","53","68","58","66","64","44","44","36","51","83","67","49","82","74","66","82","58","43","38","35","49","44","47","57","51","51","53","58","46","36","29","35","41","46","42","59","47","60","62","64","49","40","43","36","35","47","56","59","60","65","65","69","47","45","35","36","38","50","44","51","78","67","49","47","40","29**","36*","30*","51*","40","60","55","53","70","75","54","44","28","33","41","40","58","54","61","55","71","63","66","42","32","21","39","35","54","53","57","58","58","61","49","45","27","26","26","38","66","52","74","61","74","48","61","35","32","31","25","36","48","49","49","46","52","52","42","45","26","25","23","38","44","45","41","53","76","49","72","41","30","28","21","30*","46*","39","43","40","45","46","36","24","26","20","25","30","42","37","48","50",
"¼º³²","¿ùÆò±Õ","","66","54","65","53","60","58","38","39","30","46","77","67","45","78","68","60","72","49","34","32","33","45","41","48","60","52","51","56","55","45","32","26","32","36","45","45","62","47","57","55","58","45","40","42","35","34","47","57","61","59","63","65","68","46","48","39","35","39","49","48","56","86","76","50","50","41","36","39","32","52","38","52","50","45","62","66","51","42","30","33","38","38","52","47","53","47","60","56","62","42","37","26","37","31","44","48*","52*","54","50","54","44","38","29","28","25","32","56","46","67","57","67","40","51","30","29","30","24","33","42","43","44","43","47","46","36","42","23","25","21","35","41","41","39","49","67","43","64","34","24","22","15","28","44","38","43","41","45","44","33","22","24","20","21","26","39","36","47","47",
"ÀÇÁ¤ºÎ","¿ùÆò±Õ","","76","60","69","59","65","61","43","43","35","57","81","73","58","82","75","61","71","46","33","32","33","43","38","45","56","54","46","46","45","39","31","26","29","33","41","41","59","40","59","58","66","45","45","44","37","38","55","64","68","67","72","70","66","42","42","34","29","33","51","51","67","100","85","56","55","41","35","43**","38","41","40","60","60","51","70","70","54","43","30","27","35","40","56","55","65","57","68","66","64","48","42","34","49","47","54","55*","63","60","63","62","49","38","21","21","25","32*","59","57*","73","55","65","39","51","31","30","26","22","34","45","45","47","42","44","45","34","38","23","24","22","36","41","41","36","46","61","40","55","32","24","23","15","26","43","37","41","37","38","42","33","23","23","21","21","24","40","38","47","47",
"±¤¸í","¿ùÆò±Õ","","69","57","67","55","62","53","32","33","29","46","82","75","51","84","77","64","85","51","33","31","34","50","45","51","66","55","53","55","59","46","30","26","33","39","49","47","70","51","61","59","64","51","42","44","37","37","54","68","66","65","63","61","68","43","42","32","33","37","48","46","52","87","71","46","46","35","29","36","30**","56**","37","57","54","51","71","77","59","47","33","38","41","42","58","53","58","51","64","63","73","47","40","27","44","39","49","47","48","59","59","58","49","42","30","27","25","35","62","51","73","62","76","47","60","34","32","31","29","41","49*","42*","50","47","52","50","40","43","22**","22*","23","44","52","49","47","60","85","51","72","39","27","25","19","34","54","47","49","46","50","51","37","23","25","20","26","33","48","41","53","54",
"¾È»ê","¿ùÆò±Õ","","59","51","60","53","60","56","36","37","34","48","82","71","52","89","74","64","79","51","36","35","37","52","46","49","64","54","54","51","60","44","32","27","37","40","50","47","69","53","60","59","61","51","41","43","35","35","48*","60","65","67","64","65","68","47","43","33","34","40","50","49","60","87","76","51","49","40","30*","37*","34*","55","43","61","55","51","72","75","58","48","33","39","41","42","56","53","60","52","68","60","65","41","38","27","40","34","44","46","50","52","50","52","44","37","27","26","23","32","60","47","69","61","71","42","52","28","29","30","27","36","44","45","49","44","46","43","35","36","22","25*","22*","36","43","45","43","54","76","46","65","36","29","26","18","31","46","43","48","43","45","46","32","20","26","22","27","32","45","41","53","53",
"ÆòÅÃ","¿ùÆò±Õ","","66","54","72","67","77","78","48","44","42","62","94","73","56","92","78","77","87","64","39","38","40","60","53","55","65","55","66","65","83","63","38","30","48","54","63","59","87","62","79","80","87","80","55","51","43","46","57","66","73","71","69","75","79","58","50","38","41","50","61","55","67","82","94","60","67","53","41","45","39*","75*","51","67","68","58","80","91","69","55","34","42","54","61","78","67","72","61","87","81","86","56","38","31","53","50","69","59","68","62","64","71*","63*","48","27","32","32","49","80","59","80","70","85","56","67","39","35","34","33","43","51","47","49","45","53","48","43","43","27","27","28","45","48","45","43","54","82","51","70","44","28","29","21","37","50","43","47","44","51","55","44","29","31","24","32","39","53","40","54","55",
"°úÃµ","¿ùÆò±Õ","","73","62","66","53","62","59","40","37","28","42","72","69","51","88","68","62","79","51","31","31","32","45","41","52","65","55","53","55","56","47","30","25","32","37","49","48","71","51","64","59","61","47","39","40","31","31","45","59","63","63","63","60","65","43","43","34","32","35","46","46","55","88","70","43","43","34","27","34","27**","49","36","55","52","47","66","70","54","43","32","35","37","32","54","48","55","47","61","58","65","41","36","26","38","30","44","48","50","53","53","54","45","37","28","27","23","29","51","43","66","59","67","43","56","33","32","31","26","33","44","43","45","43","48","50","40","45","26","28","23","38","43","45","41","54","75","48","72","46","29","26","18","28","44","39","44","40","43**","48*","33","21","24","19","21","25","36","35","46","46",
"±¸¸®","¿ùÆò±Õ","","58","47","58","49","56","53","38","35","28","46","75","61","45","76","71","66","80","52","31","33","35","43","39","43","48","41","42","54","56","50","35","29","36","41","49","47","64","46","62","57","68","44","39","40","32","35","53","62","62","58","65","71","77","45","43","32","28","34","56","52","57","97","81","51","50","36","32","35","27*","","40*","68","66","61","77","78","60","40","33","37","54","61","76","68","75","64","79","73","77","52","42","27","43","42","63","61","56","56","55","54","42","30","24","23","24","36","60","52","77","62","67","41","52","29*","30","29","23","34","46","48","47","44","49","49","36","39","20","22","20","34","43","45","40","49","66","44","61","34","24","23","16","28","45","40","44","40","44","45","34","22","22","19","19","22","39","37","46","46",
"ÀÇ¿Õ","¿ùÆò±Õ","","70","61","72","60","76","73","43","42","37","54","82","70","52","81","77","70","82","60","40","35","37","50","41","50","64","64**","58","61","63","50","35","28","38","43","51","49","67","52","65","62","68","55","46","46","38","39","52","60","65","62","66","67","76","55","51","40","40","43","56","53","61","89","76","48","49","41","32","35*","33","52","35**","57","50","48","63","69","54","45","32","37","41","42","59","56","61","55","66","58","67","44","37","27","41","36","50","51","55","56","57","59","44","37","26","25","22","32","61","48","71","61","72","41","51","29","27","28","25","33","44","46","47","43","47","43","35","40","22","23","21","34","41","42","39","50","65","40**","60","32","24","23","15","27","43","38","43","40","44","44","32","21","25","20","24","28","42","38","50","50",
"°í¾ç","¿ùÆò±Õ","","72","60","72","59","72","63","45","39","34","56","85","73","55","90","83","74","85","62","42","40","40","56","50","54","68","62","59","67","67","52","35","30","37","43","55","58","76","58","67","70","75","54","44","44","38","40","52","67","68","70","72","70","72","43","44","36","35","40","52","51*","56","88","77","50","50","40","33","39","32**","50**","40","65","62","54","78","81","64","49","31","33","40","39","59","56","64","56","71","65","72","47","39","34","49","42","55","63","64","59","57","55","42","33","22","24","26","34","59","48","68","55","70","44","56","31","30","26","26","37","47","44","46","42","49","49","43","45","29","26","22","38","45","43","40","49","70","44","62","39","31","26","17*","30*","50","40","43","40","42","47","35","24","26","21","25","28","42","38","49","46",
"±¤ÁÖ","¿ùÆò±Õ","","77","62","72","62","66","57","39","38","33","52","95","76","64","97","82","76","77","51","28","27","28","42","44","56","66","55","51","55","51","42","31","23","29","39","53","53","73","49","66","60","60","43","35","37","29","32","51","62","71","61","67","65","62","40","29","32","31","38","56","54","61","92","77","50","51","41","59**","39","32","54","43","60","60","54","68","72","56","43","33","34","37","42","65","61","70","61","73","61","61","43","37","33**","","35","62","67","64","60","60","59","36","37","27","24","23","32","63","53","79","69","80","46","56","32","27","28","22","32","47","57","54","50","51","49","35","40","20","22","20","38","49","52","46","54","73","48","61","33","23","23","18","30","52","46","51","46","50","48","35","24","25","20","21","28","46","44","52","52",
"±ºÆ÷","¿ùÆò±Õ","","70","59","66","57*","68","75","49","46","39","52","88","75","49","86","77","68","78","60","46","38","39","50","43","48","58","52","57","61","68","53","38","30","38","42","51","47","68","50","66","65","68","57","48","48","37","35","50","59","64","64","70","71","78","55","51","39","39","44","55","50","58","87","79","52","60","49","41","42","28**","56**","39","52","44","44","60","66","54","43","41","46","51*","50**","59","53","62","58","80","67","71","46","36","20","40","33","50","50","54","55","55","57","48","41","24","26","31","40","67","50","72","63","78","56","67","42","43","31*","24","36","43","43","44","42","48","46","38","42","24","22","20","36","43","42","39","50","74","46","68","40","26","24","17","30","46","39","42","39","46","48","36","25","27","21","25","30","43","37","49","49",
"½ÃÈï","¿ùÆò±Õ","","67","59","71","58","63","59","36","36","35","54","89","77","55","94","76","70","91","50","36","37","39","56","49","52","69","57","56","56","65","44","33","29","38","44","56","54","75","55","64","61","63","50","39","42","36","38","54","66","72","73","67","69","73","48","47","38","41","47","58","60*","65","93","80","55","52","42","34","39*","36","56","43","60","54","49","67","73","57","45","34","39","45","47*","62","57","63","56","72","64","73","44","38","29","44","40","50","52","57","59","59","59","51","43","32","30","28","41","72","55","79","68","85","55","68","36","33","33","34","46","53","52","54","47","52","48","41","42","26","25","25","41","48","45","41*","54","81","49","67","40","30","27","20","34","50","45","48","43","49","51","38","25","28","21","30","36","51","40","52","51",
"ºÎÃµ","¿ùÆò±Õ","","82","66","75","65","73","68","46","40","33","53","85","74","55","93","83","71","90","59","37","36","38","55","51","55","68","65*","58","59","66","50","35","31","37","43","57","52","73","57","70","71","72","59","46","50","41","42","57","69","72","76","74","76","77","51*","48","37","36","40","51","47","55","85","73","52","50","40","33","39","28*","57**","37","60","67","63","88","93","67","47","34","38","40","45","60","54","53","49","65","63","74","44","34","26","42","38","45","54","58","57","61","58","48*","46","28","28","30","40","73","57","79","66","82","57","64","41","39","36","36","51","57","52","53","45","55","57","48","53","31","25","26","48","52","49","45","58","84","52","72","48","34","30","20","36","55","45","46","43","47","49","35","22","24","17","27","33","48","40","52","52",
"³²¾çÁÖ","¿ùÆò±Õ","","60","47","48","41","56","59","46*","35","26","41","78","68","54*","80","74","63","75","46","30","29","30","44","41","57","67","56","51","56","53","42","30","21","27","35","47","46","66","47","63","56","59","40","38","38","28","30","46","65","64","59","67","61","63","39","38","30","27","32","47","50","56","96","80","47","48","36","30**","33","25","42","33","52","54","46","62","64","49","38","28","27","32","34","54","50","59","50","57","54","62","38","33","20","32","28","43","49","50","51","52","55","45","38","25","23","21","30*","55","48","69","58","67","41","53","32","30","28","21","32","44","44","40","42","46","47","37","41","21","23","19","33","41","43","42","50","66","44","63","33","26","23","15","26","43","39","45","42","42","45","34","24","25","21","19","22","36","37","45","44",
"¿ëÀÎ","¿ùÆò±Õ","","69","53","61","52","59","51","33","31","27","44","80","73","51","83","74","65","77","52","33","32","36","52","47","55","68","58","58","60","64","50","36","29","38","43","55","55","77","55","71","67","66","50","40","43","36","40","54","70","76","72","70","70","75","50","49","38","35","41","55","54","62","94","83","51","55","44","35","44*","37*","55*","37","55","53","49","63","67","53","44","32","36","40","42","58","55","61","54","69","62","69","44","36","28","39*","34","54","59","58","54","54","54","44","37","27","24","23","33","59","45","66","58*","65","43","56","32","27","28","24","34","47","50","48","47","52","47","35","38","20","22","20","39","46","49","42","50","70","46","62","34","22","21","16","30","48","42","47","43","49","47","34","22","24","18","22","30","47","42","51","54",
"±èÆ÷","¿ùÆò±Õ","","72","56","70","60","73","69","52","43","38","56","80","69","54","83","80","75","92","63","45","40","39","55","53","55","71","61","57","62","70","52","37","32","38","43","50","45","68","52","62","66","68","54","43","46","38","37","54","65","69","68","71","67","77","49","49","40","39","46","57","56","62","101","85","57","52","42","33","38","36*","55*","45","68","66","59","82","83","64","48","33","41","47","56","77","71","75","67","87","79","85","53","44","32","52","50","66","69","56","57","59","54","45","35","19","21","21","34","62","51","75","58","75","47","59","27","27","25","28","42","49","48","48","42","52","51","40","39","25","24","25","42","49","50","45","55","79","50","68","41","30","25","19","34*","53*","43","45","41","43","49","36","23","27*","23","31","31","43","40","51","48",
"¿À»ê","¿ùÆò±Õ","","79","65","67","68","76","79","55","51","42","53","84","80","67","103","74","74","75","73","43","33","37","52","46","51","64","56","61","60","70","56","45","35","43","42","49","45","64","47","63","61","66","49","41","45","38","44","56","62","71","68","63","65","67","46","44","38","39","46","56","48","57","81","77","49","52","41","33","46**","38","61","44","57","51","46","65","73","60","49","36","46","49","50","62","54","57","51","69","60","69","49","48","28","40","34","44","39","50","53","54","54","47","41","31","34","29","43","71","52","76","65","77","50","54","26","27","28","24","31","44","41","43","40","45","41","33","38","19","21","21","37","41","39","35","46","72","46","70","43","25","27","17","29","45","38","44","39","48","49","37","25","36**","","22","27","43","37","49","52",
"ÇÏ³²","¿ùÆò±Õ","","63","52","55","48","56","59","46","44","29","46","72","66","55","85","64","70","59","42","25","23","22","35","39","54","69","56","50","54","48","31","22","17","23","28","36","34","48","34","44","41","47","40","31","30","23","24","30","69**","64","60","63","58","54","37","38","29","25","29","43","45","53","78","64","39","40","31","61**","39","28","49","38","65","64","57","74","72","57","44","33","34","36","39","61","56","65","58","72","61","63","43","40","26","37","35","52","62","66","66","62","62","46","39","31","27","24","34","66","58","88","75","78","39","49","25","24","25","18","27","43","43","46","43","45","41","30","32","17","20","17**","34","38","46","43","54","70","49","69","39","29","27","16","27","48","39","48","43","43","45","34","24","26","22","20","24","38","38","48","48",
"È­¼º","¿ùÆò±Õ","","68","56","69","58","70","66","40","39","40","55","84","65","51","86","77","71","79","57","37","34","37","51","44","53","61","52","55","55","66","51","38","31","40","44","56","51","71","55","69","67","71","61","44","50","44","44","50","59","64","64","63","65","70","51","48","39","38","42","55","51","60","82","75","51","54","45","41","42","40*","67**","41*","64*","59","54","75","83","66","51","33","36","44","47","65","61","67","60","82","73","79","50","38","28","46","41","55","57","62","61","59","58","48","40","26","24","26","37","67","49","71","61","75","48","59","34","33","31","28","39","47","46","48","44","49","44","39","42","25","25","25","40","45","44","40","52","77","47","67","40","27","26","19","32","47","42","44","41","47","49","37","26","29","22","28","34","47","39","51","51",
